account_id,account_name,account_domain,industry,country,employee_band,company_created_date,source,campaign,icp,icp_confidence,is_prev_stedi_customer,health_tech,apis_cloud,integration_patterns,tech_stack_confidence,deal_id,owner,deal_created_date,stage_date_discovery,stage_date_evaluation,stage_date_proposal,stage_date_negotiation,stage_date_closed_won,stage_date_closed_lost,sales_cycle_days,is_opportunity,is_customer,outcome,billing_id,billing_start_date,billing_end_date,term_months,billing_frequency,arr,mrr,currency
458006e4-61b2-40d4-9a05-169997e000ff,Granny NANNIES,grannynannies.com,Home Health Care Services,United States,11-50,2024-09-02 11:00:37+00:00,outbound,OB-ABM-T1,False,0.3,False,HIPAA|FHIR|X12,,,0.65,e6deb250-94dc-4371-91a3-6fda2f72dbea,Peter,2024-09-14 11:00:37+00:00,2024-09-19 11:00:37+00:00,2024-09-24 11:00:37+00:00,2024-09-26 11:00:37+00:00,2024-09-29 11:00:37+00:00,2024-10-02 11:00:37+00:00,,18,True,True,won,535dbb72-a2d3-44ea-b707-16b772769388,2024-10-12 00:00:00+00:00,2025-10-12 00:00:00+00:00,12.0,annual,20900.0,1700.0,USD
77176472-053c-4f8a-9d7a-2a4dafc78ad7,Anne Burnett Marion School of Medicine at Texas Christian University,tcu.edu,Higher Education,United States,201-500,2024-09-03 08:52:49+00:00,outbound,OB-ABM-T1,False,0.2,False,HIPAA compliance|HL7|FHIR|X12 EDI transaction sets,AWS|Azure|Google Cloud Platform,Data integration with EHRs|Cloud-based data storage and management,0.86,a7959fe8-7511-4dbc-9237-8c91a132794e,Mary,2024-09-16 08:52:49+00:00,2024-09-17 08:52:49+00:00,2024-09-18 08:52:49+00:00,2024-09-20 08:52:49+00:00,2024-09-27 08:52:49+00:00,2024-09-28 08:52:49+00:00,,12,True,True,won,d6f15171-90e4-4089-8046-34a2e2faf00f,2024-10-22 00:00:00+00:00,2025-10-22 00:00:00+00:00,12.0,annual,129900.0,10800.0,USD
4c7ed7ff-5934-4c66-92a5-5c6b73bae386,"IN-HOME ATTENDANT SERVICES, LTD.",inhometexas.com,Home Health Care Services,United States,201-500,2024-09-04 08:53:36+00:00,outbound,OB-Prospecting,True,0.75,False,HIPAA compliance standards|HL7|FHIR|X12 EDI transaction sets,,,0.81,de90c422-59b0-45fe-a6e6-ec24c6466d3e,Noah,2024-09-18 08:53:36+00:00,2024-09-20 08:53:36+00:00,2024-09-26 08:53:36+00:00,2024-10-02 08:53:36+00:00,2024-10-04 08:53:36+00:00,2024-10-05 08:53:36+00:00,,17,True,True,won,2e0742ca-398f-4a03-b749-8a5c1983a034,2024-10-28 00:00:00+00:00,2025-10-28 00:00:00+00:00,12.0,annual,139900.0,11700.0,USD
5fa62547-9ea0-4aaf-a55b-47c9e35c397d,CharmHealth,charmhealth.com,Hospitals and Health Care,United States,51-200,2024-09-07 12:54:39+00:00,outbound,OB-Prospecting,True,0.85,False,FHIR|HL7|X12|EDI,AWS (Amazon Web Services)|Google Cloud Platform (GCP)|Snowflake|kafka,HL7 Integration|FHIR API standards integration,0.93,ee0a6fd6-d9ec-4a61-96b5-45946a9f2e91,Marissa,2024-09-19 12:54:39+00:00,2024-09-21 12:54:39+00:00,2024-09-25 12:54:39+00:00,2024-10-05 12:54:39+00:00,2024-10-11 12:54:39+00:00,2024-10-13 12:54:39+00:00,,24,True,True,won,bc64e185-6aff-43e8-a849-1a849989fe9e,2024-10-20 00:00:00+00:00,2025-10-20 00:00:00+00:00,12.0,annual,54500.0,4500.0,USD
096b9eff-9012-45ca-af49-8375d1d95650,configure8,configure8.io,Software Development,United States,11-50,2024-09-10 19:43:26+00:00,referral,Partner-Intro,False,0.2,False,HIPAA Compliance|FHIR|HL7,AWS Lambda|AWS S3|AWS RDS|Google Cloud Platform,REST APIs|Webhook Integrations,0.88,0fc5a5cf-949a-4de1-9e5b-d1a708327d7d,Zachary,2024-09-24 19:43:26+00:00,2024-09-26 19:43:26+00:00,2024-10-01 19:43:26+00:00,2024-10-05 19:43:26+00:00,2024-10-07 19:43:26+00:00,2024-10-10 19:43:26+00:00,,16,True,True,won,59f7407d-b99a-4e63-b3a7-db626a89f194,2024-10-18 00:00:00+00:00,2025-10-18 00:00:00+00:00,12.0,annual,15900.0,1300.0,USD
b4c5e085-fa13-4305-b1f8-1115dcc3be8f,Novis Health,novis.health,Wellness and Fitness Services,United States,11-50,2024-09-11 13:20:22+00:00,paid_social,PS-Meta-SMB,False,0.2,False,HIPAA|FHIR,,,0.53,cba98be2-ff93-4d67-aae5-150fe7fd2366,Peter,2024-09-18 13:20:22+00:00,2024-09-20 13:20:22+00:00,2024-09-22 13:20:22+00:00,2024-09-24 13:20:22+00:00,2024-09-26 13:20:22+00:00,2024-09-29 13:20:22+00:00,,11,True,True,won,1cc0cbde-4a75-4fdb-bc97-8876c836155d,2024-10-27 00:00:00+00:00,2025-10-27 00:00:00+00:00,12.0,annual,26200.0,2200.0,USD
6f6642ea-d7a0-4c20-8a9d-479f04282fcd,Coastal Health Connections,coastalhealthconnections.com,Home Health Care Services,United States,2-10,2024-09-11 22:33:24+00:00,direct,Direct-None,True,0.85,False,FHIR|HL7|X12,AWS|Azure,EDI|Health Information Exchange,0.89,84a87b33-02f5-460d-a5f3-e90219bca1f9,Taylor,2024-09-20 22:33:24+00:00,2024-09-22 22:33:24+00:00,2024-09-28 22:33:24+00:00,2024-10-01 22:33:24+00:00,2024-10-18 22:33:24+00:00,2024-10-23 22:33:24+00:00,,33,True,True,won,02c8944b-a7fc-44a5-996d-926170aefcd9,2024-11-20 00:00:00+00:00,2025-11-20 00:00:00+00:00,12.0,annual,15400.0,1300.0,USD
54962e0a-69ad-42d5-9dd9-5ed52bbc626c,Simpliphy - Physician Compensation Software,simpliphy.com,Hospitals and Health Care,United States,11-50,2024-09-12 13:34:54+00:00,outbound,OB-Prospecting,False,0.3,False,HIPAA|X12 EDI|FHIR|HL7,AWS|Google Cloud Platform|Heroku,RESTful APIs|Webhook integrations,0.89,24255c8f-4bbc-4c96-89c3-95f8d8163d76,William,2024-09-20 13:34:54+00:00,2024-09-23 13:34:54+00:00,2024-09-28 13:34:54+00:00,2024-10-05 13:34:54+00:00,2024-10-14 13:34:54+00:00,2024-10-17 13:34:54+00:00,,27,True,True,won,88c6459a-b709-484f-aed7-2f218ded44e3,2024-10-19 00:00:00+00:00,2025-10-19 00:00:00+00:00,12.0,annual,20300.0,1700.0,USD
14b7ae65-3419-478a-9702-cc2d07defa7f,Care360 Hospice,care360hospice.com,Home Health Care Services,United States,11-50,2024-09-14 10:58:34+00:00,events,Conf-RevenueSummit,False,0.2,False,HIPAA|HL7|FHIR|X12|EDI,AWS|Azure,,0.81,08512e86-4a75-4616-9136-dadc6778d82c,Jack,2024-09-22 10:58:34+00:00,2024-09-23 10:58:34+00:00,2024-09-27 10:58:34+00:00,2024-10-01 10:58:34+00:00,2024-10-12 10:58:34+00:00,2024-10-14 10:58:34+00:00,,22,True,True,won,00b89c4b-c252-4725-bc3c-0e447b39798f,2024-11-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,12.0,annual,18800.0,1600.0,USD
378bc867-b54e-405c-89b7-4114f94d4848,IAME - Institute for Advanced Medical Education,iame.com,E-Learning Providers,United States,2-10,2024-09-15 06:11:05+00:00,events,Conf-RevenueSummit,False,0.1,False,HIPAA|HL7,,,0.57,d0ebe92b-580d-4f44-b359-cd2b760e3fe1,Quinn,2024-09-22 06:11:05+00:00,2024-09-24 06:11:05+00:00,2024-09-26 06:11:05+00:00,2024-10-04 06:11:05+00:00,2024-10-06 06:11:05+00:00,2024-10-11 06:11:05+00:00,,19,True,True,won,605bdebe-2519-47d6-b96f-7132236defe2,2024-10-29 00:00:00+00:00,2025-10-29 00:00:00+00:00,12.0,annual,11000.0,900.0,USD
a54cca18-9075-4c67-a6b0-baea6acec80e,Multifame Healthcare Services LLC,multifamehealthcare.com,Hospitals and Health Care,United States,51-200,2024-09-19 06:04:37+00:00,outbound,OB-ABM-T1,True,0.8,False,HIPAA|HL7|FHIR,,EDI|X12 Transaction Sets,0.67,4ae6042b-9fb1-4d91-b082-8d424788000f,Olivia,2024-10-08 06:04:37+00:00,2024-10-20 06:04:37+00:00,2024-10-24 06:04:37+00:00,2024-10-28 06:04:37+00:00,2024-10-29 06:04:37+00:00,2024-11-03 06:04:37+00:00,,26,True,True,won,ad745cc1-2ae0-46cc-ad94-f21582d15bb8,2024-11-14 00:00:00+00:00,2025-11-14 00:00:00+00:00,12.0,annual,42100.0,3500.0,USD
175e3650-9cdd-4747-9bd2-259ebd4458df,Oyster,withoyster.com,Insurance,United States,11-50,2024-09-23 14:10:59+00:00,paid_search,SEM-NonBrand,False,0.2,False,HIPAA compliance|FHIR,AWS Lambda|Amazon S3|Amazon RDS|AWS API Gateway,RESTful API integration|Microservices architecture,0.86,0af3d675-725f-445d-a55e-890309385702,Maria,2024-10-11 14:10:59+00:00,2024-10-15 14:10:59+00:00,2024-10-19 14:10:59+00:00,2024-10-22 14:10:59+00:00,2024-10-26 14:10:59+00:00,2024-10-28 14:10:59+00:00,,17,True,True,won,c1424104-9249-45e7-9dc2-fef057ed5384,2024-11-18 00:00:00+00:00,2025-11-18 00:00:00+00:00,12.0,annual,23200.0,1900.0,USD
bb453cc1-1266-4899-8385-59cdeb2709df,Alacrity Solutions,alacritysolutions.com,Insurance,United States,"501-1,000",2024-09-27 12:26:10+00:00,direct,Direct-None,True,0.8,False,HIPAA|X12 EDI|FHIR|HL7,AWS|Microsoft Azure|Kafka,API connectivity|Data streaming|Microservices architecture,0.69,a1a6face-af03-46de-9eb5-85fb3ee26b50,Noah,2024-10-05 12:26:10+00:00,2024-10-10 12:26:10+00:00,2024-10-12 12:26:10+00:00,2024-10-13 12:26:10+00:00,2024-10-14 12:26:10+00:00,2024-10-15 12:26:10+00:00,,10,True,True,won,8fd1cd3c-9db0-42d1-a2b9-1186d5544edb,2024-10-30 00:00:00+00:00,2025-10-30 00:00:00+00:00,12.0,annual,61200.0,5100.0,USD
4aa10c2a-0cb2-4267-a82c-ba8043a5e6c4,AmeriCare Medical Inc.,americaremedical.com,Home Health Care Services,United States,51-200,2024-10-01 14:49:53+00:00,paid_social,PS-Meta-SMB,True,0.85,False,HIPAA|X12 EDI transaction set 835|FHIR|HL7 v2.5,AWS Lambda|AWS RDS|Google Cloud Storage|Amazon S3,API Integration for EHR systems|batch data loads from cloud storage|real-time data streaming with AWS Kinesis,0.88,50e5cf4c-1164-48db-a98b-ca294c5aa69a,Henry,2024-10-02 14:49:53+00:00,2024-10-06 14:49:53+00:00,2024-10-08 14:49:53+00:00,2024-10-10 14:49:53+00:00,2024-10-14 14:49:53+00:00,2024-10-17 14:49:53+00:00,,15,True,True,won,e4e63a60-899a-4fc1-9747-4f501cf57cff,2024-10-26 00:00:00+00:00,2025-10-26 00:00:00+00:00,12.0,annual,62900.0,5200.0,USD
07204703-aa66-46d1-91c9-531d271933f4,"MediPro Direct, Inc.",mediprodirect.com,Home Health Care Services,United States,11-50,2024-10-03 13:07:30+00:00,paid_search,SEM-NonBrand,True,0.85,False,HIPAA Compliance|FHIR API for patient data|X12 EDI transaction sets,AWS Lambda|Amazon API Gateway|AWS S3,RESTful APIs for data integration|Webhook integration for real-time updates,0.86,bda09220-dee1-48cf-ad65-971d3a8a39fa,Quinn,2024-10-14 13:07:30+00:00,2024-10-16 13:07:30+00:00,2024-10-20 13:07:30+00:00,2024-10-25 13:07:30+00:00,2024-10-26 13:07:30+00:00,2024-10-28 13:07:30+00:00,,14,True,True,won,0c870665-2b0b-453c-9085-ab9bc82451bf,2024-11-13 00:00:00+00:00,2025-11-13 00:00:00+00:00,12.0,annual,17400.0,1400.0,USD
ff1977b1-8bb5-4d1c-8ccd-4915f479dd58,Blue Water Homecare and Hospice,bluewaterhomecare.com,Home Health Care Services,United States,51-200,2024-10-05 05:48:45+00:00,paid_social,PS-LinkedIn-MM,False,0.1,False,HIPAA compliant data handling|Uses FHIR standard for health data exchange,,,0.53,d840fcac-ee41-4b61-b12c-54edaab5ae0c,William,2024-10-19 05:48:45+00:00,2024-10-27 05:48:45+00:00,2024-10-30 05:48:45+00:00,2024-11-01 05:48:45+00:00,2024-11-04 05:48:45+00:00,2024-11-06 05:48:45+00:00,,18,True,True,won,4c45317c-0487-4b35-84ea-9852a3709475,2024-11-28 00:00:00+00:00,2025-11-28 00:00:00+00:00,12.0,annual,51100.0,4300.0,USD
8d83a273-03a7-476a-91be-8e87ccb5cc3d,DoctaVita,doctavita.com,Hospitals and Health Care,United States,201-500,2024-10-05 14:45:23+00:00,referral,Partner-Intro,True,0.8,False,FHIR|X12 835|HL7,AWS Lambda|AWS S3|Azure API Management,RESTful APIs|Microservices architecture,0.7,869f338e-2ac4-426f-9151-9de5897314e5,Taylor,2024-10-16 14:45:23+00:00,2024-10-17 14:45:23+00:00,2024-10-21 14:45:23+00:00,2024-10-25 14:45:23+00:00,2024-10-29 14:45:23+00:00,2024-11-02 14:45:23+00:00,,17,True,True,won,8c3f8a1e-b84d-4c22-ab03-f32188a03c86,2024-11-13 00:00:00+00:00,2025-11-13 00:00:00+00:00,12.0,annual,99900.0,8300.0,USD
9f19b30f-f3ba-4b32-ad49-2630330f2ba1,Kratin LLC,truliacare.com,Software Development,United States,11-50,2024-10-05 19:50:20+00:00,paid_search,SEM-Brand-US,True,0.8,False,FHIR|HL7|X12,AWS Lambda|Amazon S3|Amazon RDS,RESTful APIs|Webhooks,0.83,48b01a75-0138-4156-9c82-f398e32eca35,Noah,2024-10-17 19:50:20+00:00,2024-10-19 19:50:20+00:00,2024-10-25 19:50:20+00:00,2024-10-26 19:50:20+00:00,2024-11-04 19:50:20+00:00,2024-11-07 19:50:20+00:00,,21,True,True,won,f2adb182-a2de-41ab-828f-c7e96057ae23,2024-11-15 00:00:00+00:00,2025-11-15 00:00:00+00:00,12.0,annual,25000.0,2100.0,USD
1331f4d4-05dc-45d6-826c-15dc039c69ba,Alteas Health,alteashealth.com,Hospitals and Health Care,United States,51-200,2024-10-05 23:29:16+00:00,paid_search,SEM-Brand-US,True,0.9,False,FHIR|HIPAA compliance|X12 EDI,AWS Lambda|Amazon S3|Google Cloud Firestore,API-based integration|Event-driven architecture,0.86,c8cf44da-e38d-4d3d-967e-c1bb87fa2e0b,Quinn,2024-10-06 23:29:16+00:00,2024-10-10 23:29:16+00:00,2024-10-17 23:29:16+00:00,2024-10-22 23:29:16+00:00,2024-10-23 23:29:16+00:00,2024-10-26 23:29:16+00:00,,20,True,True,won,6ba36253-5c64-40f9-91b5-882d1ae2da9f,2024-10-29 00:00:00+00:00,2025-10-29 00:00:00+00:00,12.0,annual,39800.0,3300.0,USD
37523cb2-0238-4080-a70c-fa8af916a5d2,Northwestern Medicine Global Services,northwesternglobalservices.com,Hospitals and Health Care,United States,"10,001+",2024-10-06 02:04:17+00:00,outbound,OB-ABM-T1,True,0.8,False,HIPAA|FHIR|HL7|EHR|X12,AWS|Azure|GCP|Snowflake,EDI|API integrations,0.72,f6873b75-a810-4966-bb40-b680fec80e7e,Luke,2024-10-14 02:04:17+00:00,2024-10-18 02:04:17+00:00,2024-10-23 02:04:17+00:00,2024-11-04 02:04:17+00:00,2024-11-10 02:04:17+00:00,2024-11-12 02:04:17+00:00,,29,True,True,won,4a0a30ea-0a8c-41d4-9e43-9a9f7aa3d7ef,2024-11-26 00:00:00+00:00,2025-11-26 00:00:00+00:00,12.0,annual,41300.0,3400.0,USD
0da318fd-f57b-4fee-9376-54ecbcc69b45,Stars Therapy Services,starstherapyservices.com,Home Health Care Services,United States,51-200,2024-10-07 00:12:16+00:00,paid_social,PS-LinkedIn-MM,True,0.8,False,HIPAA Compliance|X12 EDI Transactions|FHIR Standard|HL7 Messaging,AWS Lambda|AWS S3|Google Cloud Platform,API Integration|Cloud Storage Integration|Event-Driven Architecture,0.66,f44e7e48-b181-4dce-8058-a57eb2b9d4ce,Katherine,2024-10-26 00:12:16+00:00,2024-10-27 00:12:16+00:00,2024-10-31 00:12:16+00:00,2024-11-06 00:12:16+00:00,2024-11-09 00:12:16+00:00,2024-11-11 00:12:16+00:00,,16,True,True,won,073f26a4-3962-4d7c-97de-7c969ac728e1,2024-11-26 00:00:00+00:00,2025-11-26 00:00:00+00:00,12.0,annual,56600.0,4700.0,USD
64fd4677-e801-4414-84a4-d700c5c001a1,"Good Times Home Health Care, Inc.",goodtimeshomehealthcare.com,Home Health Care Services,United States,11-50,2024-10-07 13:03:22+00:00,paid_social,PS-LinkedIn-MM,False,0.3,False,HIPAA|FHIR|HL7|EHR,AWS|Azure,Clinical data exchange|Health information interoperability,0.76,dcf4d381-4397-4e1e-b768-8360c969fb22,Maria,2024-10-23 13:03:22+00:00,2024-10-25 13:03:22+00:00,2024-10-29 13:03:22+00:00,2024-11-01 13:03:22+00:00,2024-11-03 13:03:22+00:00,2024-11-04 13:03:22+00:00,,12,True,True,won,faeb79d0-c80a-4bb1-b19d-5b5c8837fc71,2024-11-14 00:00:00+00:00,2025-11-14 00:00:00+00:00,12.0,annual,23700.0,2000.0,USD
64be3698-b623-4608-8bd3-3b6114226266,Staff Today Inc.,stafftodayinc.com,Hospitals and Health Care,United States,11-50,2024-10-08 15:19:42+00:00,outbound,OB-ABM-T1,True,0.8,False,HIPAA|X12|EDI|HL7,AWS|Google Cloud Platform,,0.76,6a1a3ca8-3564-4cd5-9836-94b4428ddc00,Henry,2024-10-16 15:19:42+00:00,2024-10-17 15:19:42+00:00,2024-10-19 15:19:42+00:00,2024-10-21 15:19:42+00:00,2024-10-23 15:19:42+00:00,2024-10-24 15:19:42+00:00,,8,True,True,won,283bd3bc-2168-4def-8cd6-ecf410217c86,2024-10-31 00:00:00+00:00,2025-10-31 00:00:00+00:00,12.0,annual,23100.0,1900.0,USD
12462e9e-c731-4966-a01a-aa53dfd9ad45,Blokes,,Medical Practices,United States,2-10,2024-10-12 09:32:24+00:00,referral,Partner-Intro,False,0.4,False,,,,0.8,9d01701a-eccf-4556-8178-afc886b561e4,Maria,2024-10-14 09:32:24+00:00,2024-10-15 09:32:24+00:00,2024-10-17 09:32:24+00:00,2024-10-19 09:32:24+00:00,2024-10-25 09:32:24+00:00,2024-10-27 09:32:24+00:00,,13,True,True,won,ef339595-698d-4fec-81a7-f5e8a93806e3,2024-11-13 00:00:00+00:00,2025-11-13 00:00:00+00:00,12.0,annual,7500.0,600.0,USD
a000706a-8df3-433f-a829-f6633f376d23,AZCONSULTING ALBANIA,azbillingrcm.com,Home Health Care Services,United States,51-200,2024-10-18 23:00:36+00:00,content,Ebook-AI-101,True,0.9,False,HIPAA compliance|X12 EDI transaction sets|FHIR API support,AWS|Azure,HL7 integration|Data synchronization with EHRs,0.89,3ec01299-3a23-48e9-ba72-e0d9efcd3959,Taylor,2024-10-25 23:00:36+00:00,2024-10-27 23:00:36+00:00,2024-11-07 23:00:36+00:00,2024-11-09 23:00:36+00:00,2024-11-14 23:00:36+00:00,2024-11-19 23:00:36+00:00,,25,True,True,won,121ae438-71f8-417c-bfad-bb8bce4566e1,2024-12-11 00:00:00+00:00,2025-12-11 00:00:00+00:00,12.0,annual,67500.0,5600.0,USD
da8bd348-f838-49ab-9a53-d39dd9b75b30,Gandiva Insights LLC,gandivainsights.com,Professional Services,United States,11-50,2024-10-18 23:35:56+00:00,events,Conf-RevenueSummit,False,0.4,False,HIPAA compliant|FHIR API,AWS Lambda|AWS S3|AWS DynamoDB,RESTful APIs|Microservices Architecture,0.72,f9799387-6249-48cb-b566-09362ec12d2c,Katherine,2024-10-18 23:35:56+00:00,2024-10-21 23:35:56+00:00,2024-10-26 23:35:56+00:00,2024-10-31 23:35:56+00:00,2024-11-06 23:35:56+00:00,2024-11-08 23:35:56+00:00,,21,True,True,won,dc3b2379-79c8-497e-ba69-56a316dbe586,2024-12-06 00:00:00+00:00,2025-12-06 00:00:00+00:00,12.0,annual,23800.0,2000.0,USD
0810b984-a96d-444c-b0a1-bf162abbfcaa,ADN Digital,tuadn.digital,Business Consulting and Services,United States,11-50,2024-10-23 19:51:28+00:00,outbound,OB-ABM-T1,False,0.2,False,HIPAA compliance|FHIR|HL7,AWS|Google Cloud Platform|Azure,API integrations|Data streaming via Kafka,0.88,82eee550-3c2d-4fd3-a7ff-22b1fcd09801,Olivia,2024-10-23 19:51:28+00:00,2024-10-25 19:51:28+00:00,2024-10-29 19:51:28+00:00,2024-11-04 19:51:28+00:00,2024-11-09 19:51:28+00:00,2024-11-15 19:51:28+00:00,,23,True,True,won,aac73835-83b4-4845-802d-0e6bc13b79a8,2024-11-15 00:00:00+00:00,2025-11-15 00:00:00+00:00,12.0,annual,20000.0,1700.0,USD
d472917f-6bb9-4ff6-9526-46a15d5bdc98,Balto Health,baltohealthservices.com,Government Administration,United States,201-500,2024-10-26 21:57:59+00:00,paid_search,SEM-NonBrand,True,0.85,False,FHIR API for healthcare data exchange|HL7 messaging standards|X12 EDI compliance for insurance transactions,AWS Lambda|AWS S3|Twilio API for messaging services|Google Cloud Storage,API-based integrations with EHRs|Webhook integrations for real-time events|Batch processing of healthcare claim data,0.9,7f449f83-ac34-4c34-8634-f6d854598133,Zachary,2024-11-11 21:57:59+00:00,2024-11-14 21:57:59+00:00,2024-11-20 21:57:59+00:00,2024-11-22 21:57:59+00:00,2024-12-01 21:57:59+00:00,2024-12-06 21:57:59+00:00,,25,True,True,won,6d0d6dda-04e5-4e6d-86ef-581a7125c4cb,2024-12-07 00:00:00+00:00,2025-12-07 00:00:00+00:00,12.0,annual,132900.0,11100.0,USD
4f8df19e-d5b9-43a4-9094-dd7ec024d88f,RAISSO,raisso.com,Staffing and Recruiting,United States,201-500,2024-10-27 11:56:26+00:00,direct,Direct-None,True,0.85,False,HIPAA Compliance|HL7 FHIR|X12 EDI transaction set,AWS Lambda|AWS S3|Google Cloud Platform|Microsoft Azure|Snowflake|Kafka,API-first integration|Event-driven architecture|Stream processing using Kafka,0.89,d1201bdb-90c4-44e6-a632-19d49d091dc6,Olivia,2024-11-03 11:56:26+00:00,2024-11-05 11:56:26+00:00,2024-11-13 11:56:26+00:00,2024-11-20 11:56:26+00:00,2024-12-04 11:56:26+00:00,2024-12-06 11:56:26+00:00,,33,True,True,won,7552bd9b-3bf9-479d-b4cf-a3123c3db89c,2024-12-22 00:00:00+00:00,2025-12-22 00:00:00+00:00,12.0,annual,139200.0,11600.0,USD
a780cf9f-b73b-4ad6-91a9-903115d93bff,ameriCARE Birmingham,americareinfo.com,Home Health Care Services,United States,2-10,2024-10-27 21:05:30+00:00,paid_search,SEM-Brand-US,False,0.4,False,HIPAA|X12|EDI,,,0.66,3054868c-ae06-4ce9-bbe3-2a17f6f8730c,Rachel,2024-10-27 21:05:30+00:00,2024-10-31 21:05:30+00:00,2024-11-08 21:05:30+00:00,2024-11-10 21:05:30+00:00,2024-11-13 21:05:30+00:00,2024-11-15 21:05:30+00:00,,19,True,True,won,c306883e-a24d-4b49-81e9-0b5d0590fb6b,2024-12-09 00:00:00+00:00,2025-12-09 00:00:00+00:00,12.0,annual,11800.0,1000.0,USD
8ade12d7-52d8-444c-8fc8-57cee5caba43,"S&P Consultants, Inc.",spconinc.com,Information Technology and Services,United States,51-200,2024-11-02 16:01:43+00:00,outbound,OB-ABM-T1,True,0.75,False,X12|FHIR|HL7|EHR integration,AWS|Azure|Google Cloud Platform|Snowflake,REST APIs|SOAP APIs|Webhook integrations,0.58,f6145c08-544e-4237-bad8-7d7af69bbc83,Jack,2024-11-07 16:01:43+00:00,2024-11-08 16:01:43+00:00,2024-11-13 16:01:43+00:00,2024-11-18 16:01:43+00:00,2024-11-21 16:01:43+00:00,2024-11-25 16:01:43+00:00,,18,True,True,won,732d46ff-0296-44cf-89a8-5f5b50b4c2e6,2024-11-30 00:00:00+00:00,2025-11-30 00:00:00+00:00,12.0,annual,75400.0,6300.0,USD
